id,year,title,petitioner,respondent,adv_sides_inferred,known_respondent_adv,win_side,is_eq_divided,votes_side_j__abe_fortas,votes_side_j__anthony_m_kennedy,votes_side_j__antonin_scalia,votes_side_j__arthur_j_goldberg,votes_side_j__brett_m_kavanaugh,votes_side_j__byron_r_white,votes_side_j__charles_e_whittaker,votes_side_j__clarence_thomas,votes_side_j__david_h_souter,votes_side_j__earl_warren,votes_side_j__elena_kagan,votes_side_j__felix_frankfurter,votes_side_j__harold_burton,votes_side_j__harry_a_blackmun,votes_side_j__hugo_l_black,votes_side_j__john_g_roberts_jr,votes_side_j__john_m_harlan2,votes_side_j__john_paul_stevens,votes_side_j__lewis_f_powell_jr,votes_side_j__neil_gorsuch,votes_side_j__potter_stewart,votes_side_j__ruth_bader_ginsburg,votes_side_j__samuel_a_alito_jr,votes_side_j__sandra_day_oconnor,votes_side_j__sherman_minton,votes_side_j__sonia_sotomayor,votes_side_j__stanley_reed,votes_side_j__stephen_g_breyer,votes_side_j__thurgood_marshall,votes_side_j__tom_c_clark,votes_side_j__warren_e_burger,votes_side_j__william_h_rehnquist,votes_side_j__william_j_brennan_jr,votes_side_j__william_o_douglas,advocates_1_id,advocates_1_side,advocates_2_id,advocates_2_side,advocates_3_id,advocates_3_side,advocates_4_id,advocates_4_side,advocates_5_id,advocates_5_side,advocates_6_id,advocates_6_side,advocates_7_id,advocates_7_side,advocates_8_id,advocates_8_side,advocates_9_id,advocates_9_side,advocates_10_id,advocates_10_side,advocates_11_id,advocates_11_side,advocates_12_id,advocates_12_side,advocates_13_id,advocates_13_side,advocates_14_id,advocates_14_side,advocates_15_id,advocates_15_side,advocates_16_id,advocates_16_side,advocates_17_id,advocates_17_side,advocates_18_id,advocates_18_side,advocates_19_id,advocates_19_side,advocates_20_id,advocates_20_side,advocates_21_id,advocates_21_side
1955_71,1955,Affronti v. United States,Affronti,United States,True,True,0.0,False,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,harry_f_murphy,1.0,john_v_lindsay,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_410,1955,"American Airlines, Inc. v. North American Airlines, Inc.","American Airlines, Inc.","North American Airlines, Inc.",True,True,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,0.0,,,1.0,,,,0.0,howard_c_westwood,1.0,walter_j_derenberg,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_351,1955,Archawski v. Hanioti,Archawski,Hanioti,True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,harry_d_graham,3.0,israel_convisser,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_38,1955,Armstrong v. Armstrong,Armstrong,Armstrong,True,False,0.0,False,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,robert_n_gorman,3.0,walter_k_sibbald,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_49,1955,"Bernhardt v. Polygraphic Company of America, Inc.",Bernhardt,"Polygraphic Company of America, Inc.",True,False,1.0,False,,,,,,,,,,1.0,,0.0,0.0,,1.0,,0.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,manfred_w_ehrich_jr,3.0,joseph_a_mcnamara,3.0,guy_m_page_jr,3.0,eugene_v_clark,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_60,1955,Berra v. United States,Berra,United States,True,False,0.0,False,,,,,,,,,,0.0,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,1.0,stanley_m_rosenblum,3.0,philip_elman,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_92,1955,Black v. Cutter Laboratories,Black,Cutter Laboratories,True,False,0.0,False,,,,,,,,,,1.0,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,1.0,joseph_forer,1.0,gardiner_johnson,3.0,thomas_e_stanton_jr,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_436,1955,"Cahill v. New York, New Haven & Hartford Railroad Company",Cahill,"New York, New Haven & Hartford Railroad Company",False,False,0.0,False,,,,,,,,,,1.0,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,,0.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_110,1955,Cammer v. United States,Cammer,United States,True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,charles_e_ford,3.0,gray_thoron,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_196,1955,Chessman v. Teets,Chessman,Teets,False,False,1.0,False,,,,,,,,,,,,1.0,0.0,,1.0,,1.0,,,,,,,,1.0,,0.0,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_76,1955,Cold Metal Process Company v. United Engineering & Foundry Company,Cold Metal Process Company,United Engineering & Foundry Company,True,True,0.0,False,,,,,,,,,,0.0,,1.0,0.0,,0.0,,1.0,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,william_h_webb,1.0,jo_baily_brown,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_442,1955,Cole v. Young,Cole,Young,True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,0.0,,0.0,,,0.0,,,,1.0,david_i_shapiro,3.0,donald_b_macguineas,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_523,1955,"Collins v. American Buslines, Inc.",Collins,"American Buslines, Inc.",True,True,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,john_p_frank,1.0,john_f_franks,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_373,1955,Commissioner of Internal Revenue v. LoBue,Commissioner of Internal Revenue,LoBue,True,True,1.0,False,,,,,,,,,,1.0,,1.0,0.0,,1.0,,0.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,philip_elman,1.0,richard_f_barrett,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_286,1955,Commissioner of Internal Revenue v. Southwest Exploration Company,Commissioner of Internal Revenue,Southwest Exploration Company,True,True,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,0.0,hilbert_p_zarky,1.0,melvin_d_wilson,3.0,harry_r_horrow,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_48,1955,Communist Party of United States v. Subversive Activities Control Bd.,Communist Party of United States,Subversive Activities Control Bd.,True,True,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,0.0,,0.0,,,0.0,,,,1.0,john_j_abt,3.0,joseph_forer,1.0,simon_e_sobeloff,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_20,1955,Corn Products Refining Company v. Commissioner of Internal Revenue,Corn Products Refining Company,Commissioner of Internal Revenue,True,False,0.0,False,,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,jay_o_kramer,1.0,samuel_a_mccain,3.0,charles_k_rice,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_72,1955,Costello v. United States,Costello,United States,True,False,0.0,False,,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,0.0,morris_shilensky,3.0,osmond_k_fraenkel,1.0,marvin_e_frankel,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_380,1955,Covey v. Town of Somers,Covey,Town of Somers,True,False,1.0,False,,,,,,,,,,1.0,,0.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,otto_e_koegel,3.0,john_r_davison,3.0,samuel_m_sprafkin,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_342,1955,Czaplicki v. The Hoegh Silvercloud,Czaplicki,The Hoegh Silvercloud,True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,bernard_chazen,3.0,james_m_estabrook,3.0,arthur_j_phelan,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_529,1955,De Sylva v. Ballentine,De Sylva,Ballentine,True,False,0.0,False,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,max_fink,3.0,theodore_kiendl,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_117,1955,Denver & Rio Grande Western Railroad Company v. Union Pacific Railroad Company,Denver & Rio Grande Western Railroad Company,Union Pacific Railroad Company,True,False,1.0,False,,,,,,,,,,1.0,,0.0,1.0,,1.0,,0.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,frank_e_holman,3.0,elmer_b_collins,3.0,robert_l_simpson,3.0,bert_l_overcash,3.0,robert_w_ginnane,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_233,1955,"Dixie Carriers, Inc. v. United States","Dixie Carriers, Inc.",United States,True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,nuel_d_belnap,3.0,daniel_m_friedman,1.0,samuel_r_howell,3.0,john_a_daily,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_129,1955,Doud v. Hodge,Doud,Hodge,True,True,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,john_j_yowell,1.0,william_c_wines,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_489,1955,Durley v. Mayo,Dan Durley,"Nathan Mayo, Custodian, Florida State Prison",False,True,0.0,False,,,,,,,,,,1.0,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,,0.0,,,1.0,,,,1.0,neal_p_rutledge,1.0,reeves_bowen,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_162,1955,"East Texas Motor Freight Lines, Inc. v. Frozen Food Express","East Texas Motor Freight Lines, Inc.",Frozen Food Express,True,False,0.0,False,,,,,,,,,,0.0,,1.0,1.0,,0.0,,1.0,,,,,,,,1.0,,0.0,,,0.0,,,,0.0,robert_w_ginnane,1.0,david_g_macdonald,3.0,carl_l_phinney,3.0,charles_h_weston,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_51,1955,Federal Power Commission v. Sierra Pacific Power Company,Federal Power Commission,Sierra Pacific Power Company,True,False,0.0,False,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,f_t_searls,3.0,william_c_chanler,3.0,howard_e_wahrenbrock,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_624,1955,Florida ex Rel. Hawkins v. Board of Control of Florida,Florida ex Rel. Hawkins,Board of Control of Florida,False,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_158,1955,Frozen Food Exp. v. United States,Frozen Food Exp.,United States,False,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,0.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_383,1955,General Box Company v. United States,General Box Company,United States,True,False,0.0,False,,,,,,,,,,0.0,,0.0,0.0,,0.0,,1.0,,,,,,,,0.0,,0.0,,,0.0,,,,1.0,edward_donald_moseley,1.0,s_billingsley_hill,3.0,ross_r_barnett,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_170,1955,General Stores Corporation v. Shlensky,General Stores Corporation,Shlensky,True,False,0.0,False,,,,,,,,,,0.0,,1.0,1.0,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,aaron_rosen,1.0,max_goldweber,3.0,leon_singer,3.0,williams_h_timbers,3.0,a_alan_reich,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_42,1955,"Gibson v. Lockheed Aircraft Service, Inc.",Gibson,"Lockheed Aircraft Service, Inc.",True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,g_c_spillers_jr,3.0,emory_a_cantey,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_111,1955,Gonzales v. Landon,Daniel Castaneda Gonzales,"H.R. Landon, District Director of Immigration and Naturalization",True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,al_wirin,3.0,oscar_h_davis,3.0,a_l_wirin,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_460,1955,Greenwood v. United States,Greenwood,United States,True,False,0.0,False,,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,william_j_burrell,3.0,simon_e_sobeloff,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_95,1955,Griffin v. Illinois,Judson Griffin and James Crenshaw,Illinois,True,False,1.0,False,,,,,,,,,,1.0,,1.0,0.0,,1.0,,0.0,,,,,,,,0.0,,0.0,,,1.0,,,,1.0,charles_a_horsky,3.0,william_c_wines,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_231,1955,Hatahley v. United States,Hatahley,United States,True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,norman_m_littell,3.0,roger_p_marquis,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_736,1955,In re Application of Burwell,Burwell,N/A,False,False,2.0,False,,,,,,,,,,-1.0,,-1.0,-1.0,,-1.0,,-1.0,,,,,,,,-1.0,,-1.0,,,-1.0,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_8,1955,"Indian Towing Company, Inc. v. United States","Indian Towing Company, Inc.",United States,True,True,1.0,False,,,,,,,,,,1.0,,1.0,0.0,,1.0,,1.0,,,,,,,,0.0,,0.0,,,0.0,,,,1.0,richard_b_montgomery,1.0,lester_s_jayson,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_82,1955,International Harvester Credit Corporation v. Goodrich,International Harvester Credit Corporation,Goodrich,True,False,0.0,False,,,,,,,,,,0.0,,1.0,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,,,,1.0,moore,3.0,john_lord_o'brian,3.0,james_o_moore_jr,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_503,1955,Jay v. Boyd,Jay,Boyd,True,False,0.0,False,,,,,,,,,,1.0,,1.0,0.0,,1.0,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,1.0,will_maslow,3.0,john_caughlan,1.0,john_v_lindsay,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_643,1955,Johnston v. United States,Johnston,United States,True,False,0.0,False,,,,,,,,,,1.0,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,1.0,hayden_c_covington,3.0,carl_h_imlay,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_713,1955,Kinsella v. Krueger,"Kinsella, Warden",Krueger,False,False,1.0,False,,,,,,,,,,0.0,,0.0,1.0,,0.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_33,1955,"Local Union No. 25 of the International Brotherhood of Teamsters, Chauffeurs, Warehousemen and Helpers of America v. New York, New Haven & Hartford Railroad Company","Local Union No. 25 of the International Brotherhood of Teamsters, Chauffeurs, Warehousemen and Helpers of America","New York, New Haven & Hartford Railroad Company",True,True,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,stephen_j_d'arcy_jr,1.0,herbert_burstein,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_19,1955,Mastro Plastics Corporation v. National Labor Relations Board,Mastro Plastics Corporation,National Labor Relations Board,True,True,0.0,False,,,,,,,,,,0.0,,1.0,0.0,,0.0,,1.0,,,,,,,,1.0,,0.0,,,0.0,,,,0.0,bernard_h_fitzpatrick,1.0,dominick_l_manoli,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_32,1955,Michel v. Louisiana,Michel,Louisiana,True,False,0.0,False,,,,,,,,,,1.0,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,1.0,george_h_fust,1.0,leon_d_hubert_jr,3.0,gerard_h_schreiber,3.0,rudolph_f_becker_jr,3.0,adrian_g_duplantier,3.0,felicien_y_lozes,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_255,1955,Millinery Center Building Corporation v. Commissioner of Internal Revenue,Millinery Center Building Corporation,Commissioner of Internal Revenue,True,True,0.0,False,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,hilbert_p_zarky,0.0,bernard_weiss,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_278,1955,Mitchell v. Budd,Mitchell,Budd,True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,bessie_margolin,1.0,milton_c_denbo,3.0,mark_f_hughes,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_39,1955,Mitchell v. King Packing Company,Mitchell,King Packing Company,True,True,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,willard_s_johnston,1.0,bessie_margolin,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_44,1955,Mitchell v. Myrtle Grove Packing Co.,"James P. Mitchell, Secretary of Labor",Myrtle Grove Packing Co.,True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,bessie_margolin,3.0,mark_f_hughes,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_56,1955,Murdock Acceptance Corporation v. United States,Murdock Acceptance Corporation,United States,True,True,1.0,False,,,,,,,,,,1.0,,0.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,elizabeth_hulen_grayson,1.0,john_f__davis,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_250,1955,National Labor Relations Board v. Babcock & Wilcox Company,National Labor Relations Board,Babcock & Wilcox Company,True,False,0.0,False,,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,dominick_l_manoli,3.0,o_b_fisher,3.0,eugene_b_schwartz,3.0,karl_h_mueller,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_79,1955,"National Labor Relations Board v. Coca-Cola Bottling Company of Louisville, Inc.",National Labor Relations Board,"Coca-Cola Bottling Company of Louisville, Inc.",True,True,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,david_p_findling,1.0,john_k_skaggs_jr,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_486,1955,National Labor Relations Board v. Truitt Mfg. Company,National Labor Relations Board,Truitt Mfg. Company,True,False,1.0,False,,,,,,,,,,1.0,,0.0,1.0,,1.0,,0.0,,,,,,,,1.0,,1.0,,,0.0,,,,1.0,david_p_findling,3.0,rd_douglas_jr,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_27,1955,"National Labor Relations Board v. Warren Company, Inc.",National Labor Relations Board,"Warren Company, Inc.",True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,david_p_findling,3.0,john_wesley_weekes,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_28,1955,Neese v. Southern Railway Company,Neese,Southern Railway Company,True,True,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,sidney_s_alderman,1.0,henry_hammer,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_29,1955,Nukk v. Shaughnessy,"Michael Nukk, et al.","Edward J. Shaugnessy, District Director, Immigration and Naturalization Service, et al.",True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,gloria_agrin,1.0,blanch_freedman,3.0,mr_attorney_general,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_404,1955,Offutt Housing Company v. County of Sarpy,Offutt Housing Company,County of Sarpy,True,False,0.0,False,,,,,,,,,,0.0,,0.0,1.0,,0.0,,1.0,,,,,,,,0.0,,1.0,,,0.0,,,,1.0,robert_l_stern,3.0,dixon_g_adams,3.0,orville_entenman,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_320,1955,Parr v. United States,Parr,United States,True,False,0.0,False,,,,,,,,,,1.0,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,,0.0,,,1.0,,,,1.0,everett_l_looney,3.0,gray_thoron,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_45,1955,Pennsylvania ex rel. Herman v. Claudy,Pennsylvania ex rel. Herman,Claudy,True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,herbert_monte_levy,1.0,marjorie_hanson_matson,3.0,wray_g_zelt_jr,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_10,1955,Pennsylvania v. Nelson,Pennsylvania,Nelson,True,False,0.0,False,,,,,,,,,,0.0,,0.0,1.0,,0.0,,0.0,,,,,,,,1.0,,1.0,,,0.0,,,,0.0,herbert_s_thatcher,1.0,louis_c_wyman,3.0,charles_f_barber,3.0,frank_f_truscott,3.0,harry_f_stambaugh,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_469,1955,Petrowski v. Hawkeye-Security Insurance Company,Petrowski,Hawkeye-Security Insurance Company,True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,richard_p_tinkham_jr,1.0,victor_m_harding,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_451,1955,"Railway Employees' Department, American Federation of Labor v. Hanson","Railway Employees' Department, American Federation of Labor",Hanson,True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,edson_smith,3.0,lester_p_schoene,3.0,robert_a_nelson,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_30,1955,Rea v. United States,Rea,United States,True,True,1.0,False,,,,,,,,,,1.0,,1.0,0.0,,1.0,,0.0,,,,,,,,0.0,,0.0,,,1.0,,,,1.0,joseph_a_sommer,1.0,beatrice_rosenberg,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_112,1955,Reece v. Georgia,Reece,Georgia,True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,daniel_duke,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_621,1955,Reed v. Pennsylvania Railroad Company,Reed,Pennsylvania Railroad Company,True,False,1.0,False,,,,,,,,,,1.0,,0.0,0.0,,1.0,,0.0,,,,,,,,1.0,,0.0,,,1.0,,,,1.0,joseph_s_lord_iii,3.0,theodore_voorhees,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_701,1955,Reid v. Covert,"Curtis Reid, Superintendent of the District of Columbia Jail",Claris Covert,False,True,0.0,False,,,,,,,,,,0.0,,0.0,1.0,,0.0,,0.0,,,,,,,,,,,,,1.0,,,0.0,0.0,marvin_e_frankel,1.0,frederick_bernays_wiener,0.0,j_lee_rankin,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_156,1955,Remmer v. United States,Remmer,United States,True,True,1.0,False,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,leslie_c_gillen,1.0,john_r_benney,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_46,1955,"Rex Trailer Company, Inc. v. United States","Rex Trailer Company, Inc.",United States,True,True,0.0,False,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,gustave_h_dongus,1.0,melvin_richter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_66,1955,Riverbank Laboratories v. Hardwood Products Corp.,Riverbank Laboratories,Hardwood Products Corp.,True,False,1.0,False,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,maurice_rosenfield,3.0,david_a_fox,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_4,1955,"Ryan Stevedoring Company, Inc. v. Pan-Atlantic Steamship Corporation","Ryan Stevedoring Company, Inc.",Pan-Atlantic Steamship Corporation,True,False,0.0,False,,,,,,,,,,1.0,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,,0.0,,,1.0,,,,1.0,edward_j_behrens,1.0,sidney_a_schwartz,3.0,leavenworth_colby,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955_282,1955,Schulz v. Pennsylvania Railroad Company,Schulz,Pennsylvania Railroad Company,True,False,1.0,False,,,,,,,,,,1.0,,0.0,0.0,,1.0,,1.0,,,,,,,,0.0,,0.0,,,1.0,,,,1.0,joseph_p_allen,3.0,nathan_baker,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
